ndataset,es,errorsd,n,k,hyp_val,seed
586,0.2,0,80,10,0.1,991895844
587,0.2,0,80,10,0.1,1698653073
588,0.2,0,80,10,0.1,819955746
589,0.2,0,80,10,0.1,1157558563
590,0.2,0,80,10,0.1,1641557119
591,0.2,0,80,10,0.1,2047474785
592,0.2,0,80,10,0.1,1905213780
593,0.2,0,80,10,0.1,1117914853
594,0.2,0,80,10,0.1,1399184227
595,0.2,0,80,10,0.1,466341405
596,0.2,0,80,10,0.1,1853759331
597,0.2,0,80,10,0.1,819987669
598,0.2,0,80,10,0.1,934376319
599,0.2,0,80,10,0.1,1420801831
600,0.2,0,80,10,0.1,1460230456
601,0.2,0,80,10,0.1,583891673
602,0.2,0,80,10,0.1,724618011
603,0.2,0,80,10,0.1,1666968426
604,0.2,0,80,10,0.1,304196425
605,0.2,0,80,10,0.1,930881499
606,0.2,0,80,10,0.1,536905330
607,0.2,0,80,10,0.1,1067223480
608,0.2,0,80,10,0.1,1936570129
609,0.2,0,80,10,0.1,1627154211
610,0.2,0,80,10,0.1,1138624400
611,0.2,0,80,10,0.1,1610641096
612,0.2,0,80,10,0.1,141742581
613,0.2,0,80,10,0.1,1527586559
614,0.2,0,80,10,0.1,2103827466
615,0.2,0,80,10,0.1,306846671
616,0.2,0,80,10,0.1,486574161
617,0.2,0,80,10,0.1,2043363811
618,0.2,0,80,10,0.1,1235962903
619,0.2,0,80,10,0.1,1157249892
620,0.2,0,80,10,0.1,1445412460
621,0.2,0,80,10,0.1,1317356884
622,0.2,0,80,10,0.1,1051574206
623,0.2,0,80,10,0.1,488381752
624,0.2,0,80,10,0.1,427766032
625,0.2,0,80,10,0.1,142395568
626,0.2,0,80,10,0.1,1817928056
627,0.2,0,80,10,0.1,999283878
628,0.2,0,80,10,0.1,1948993107
629,0.2,0,80,10,0.1,40097970
630,0.2,0,80,10,0.1,722157618
631,0.2,0,80,10,0.1,1953606090
632,0.2,0,80,10,0.1,496509980
633,0.2,0,80,10,0.1,2017481203
634,0.2,0,80,10,0.1,927818990
635,0.2,0,80,10,0.1,110832700
636,0.2,0,80,10,0.1,1396153227
637,0.2,0,80,10,0.1,315762080
638,0.2,0,80,10,0.1,1597725128
639,0.2,0,80,10,0.1,1178309386
640,0.2,0,80,10,0.1,610402017
641,0.2,0,80,10,0.1,2005165532
642,0.2,0,80,10,0.1,222224574
643,0.2,0,80,10,0.1,162441339
644,0.2,0,80,10,0.1,1956781191
645,0.2,0,80,10,0.1,1996973954
646,0.2,0,80,10,0.1,540577725
647,0.2,0,80,10,0.1,576244637
648,0.2,0,80,10,0.1,703307364
649,0.2,0,80,10,0.1,536915623
650,0.2,0,80,10,0.1,1862868767
651,0.2,0,80,10,0.1,1750024026
652,0.2,0,80,10,0.1,1834907393
653,0.2,0,80,10,0.1,1089737097
654,0.2,0,80,10,0.1,493057548
655,0.2,0,80,10,0.1,886132980
656,0.2,0,80,10,0.1,2088163160
657,0.2,0,80,10,0.1,1736990522
658,0.2,0,80,10,0.1,163293275
659,0.2,0,80,10,0.1,523509473
660,0.2,0,80,10,0.1,1295189632
661,0.2,0,80,10,0.1,2017010816
662,0.2,0,80,10,0.1,1765097415
663,0.2,0,80,10,0.1,377747909
664,0.2,0,80,10,0.1,128722090
665,0.2,0,80,10,0.1,1737187640
666,0.2,0,80,10,0.1,1839780448
667,0.2,0,80,10,0.1,1800274026
668,0.2,0,80,10,0.1,159613689
669,0.2,0,80,10,0.1,1362392285
670,0.2,0,80,10,0.1,1587243194
671,0.2,0,80,10,0.1,540823815
672,0.2,0,80,10,0.1,1289536854
673,0.2,0,80,10,0.1,1262087647
674,0.2,0,80,10,0.1,1026875743
675,0.2,0,80,10,0.1,1911446294
676,0.2,0,80,10,0.1,603774527
677,0.2,0,80,10,0.1,869425203
678,0.2,0,80,10,0.1,366122910
679,0.2,0,80,10,0.1,1359390964
680,0.2,0,80,10,0.1,949081790
681,0.2,0,80,10,0.1,329221547
682,0.2,0,80,10,0.1,802514073
683,0.2,0,80,10,0.1,936865166
684,0.2,0,80,10,0.1,138959261
685,0.2,0,80,10,0.1,1207764475
686,0.2,0,80,10,0.1,70288545
687,0.2,0,80,10,0.1,1055414310
688,0.2,0,80,10,0.1,70845853
689,0.2,0,80,10,0.1,512330504
690,0.2,0,80,10,0.1,2118653544
691,0.2,0,80,10,0.1,385749833
692,0.2,0,80,10,0.1,991322072
693,0.2,0,80,10,0.1,826481523
694,0.2,0,80,10,0.1,1056154453
695,0.2,0,80,10,0.1,355843639
696,0.2,0,80,10,0.1,560978075
697,0.2,0,80,10,0.1,237017261
698,0.2,0,80,10,0.1,571609413
699,0.2,0,80,10,0.1,1223949164
700,0.2,0,80,10,0.1,152122328
701,0.2,0,80,10,0.1,656382918
702,0.2,0,80,10,0.1,360734654
703,0.2,0,80,10,0.1,967302837
704,0.2,0,80,10,0.1,1324450963
705,0.2,0,80,10,0.1,190189634
706,0.2,0,80,10,0.1,1381099843
707,0.2,0,80,10,0.1,1646850722
708,0.2,0,80,10,0.1,13637132
709,0.2,0,80,10,0.1,611322015
710,0.2,0,80,10,0.1,523772299
711,0.2,0,80,10,0.1,532003987
712,0.2,0,80,10,0.1,1369886623
713,0.2,0,80,10,0.1,1235802341
714,0.2,0,80,10,0.1,284237512
715,0.2,0,80,10,0.1,2061142593
716,0.2,0,80,10,0.1,1046522481
717,0.2,0,80,10,0.1,284068182
718,0.2,0,80,10,0.1,1623270774
719,0.2,0,80,10,0.1,1439432272
720,0.2,0,80,10,0.1,1511622819
721,0.2,0,80,10,0.1,635019727
722,0.2,0,80,10,0.1,1951516725
723,0.2,0,80,10,0.1,1520864399
724,0.2,0,80,10,0.1,1960358301
725,0.2,0,80,10,0.1,363317266
726,0.2,0,80,10,0.1,408744034
727,0.2,0,80,10,0.1,393484993
728,0.2,0,80,10,0.1,1563873348
729,0.2,0,80,10,0.1,332215789
730,0.2,0,80,10,0.1,2052765073
731,0.2,0,80,10,0.1,1935241287
732,0.2,0,80,10,0.1,1285522876
733,0.2,0,80,10,0.1,827423681
734,0.2,0,80,10,0.1,2001098512
735,0.2,0,80,10,0.1,1160972003
736,0.2,0,80,10,0.1,473792451
737,0.2,0,80,10,0.1,2028924466
738,0.2,0,80,10,0.1,572848950
739,0.2,0,80,10,0.1,1084196205
740,0.2,0,80,10,0.1,1423284916
741,0.2,0,80,10,0.1,58528193
742,0.2,0,80,10,0.1,1250406378
743,0.2,0,80,10,0.1,1369887347
744,0.2,0,80,10,0.1,2050338419
745,0.2,0,80,10,0.1,1404096697
746,0.2,0,80,10,0.1,99380490
747,0.2,0,80,10,0.1,800006187
748,0.2,0,80,10,0.1,1232461599
749,0.2,0,80,10,0.1,1380499523
750,0.2,0,80,10,0.1,1099364148
751,0.2,0,80,10,0.1,149290917
752,0.2,0,80,10,0.1,1640581310
753,0.2,0,80,10,0.1,533078139
754,0.2,0,80,10,0.1,2082628781
755,0.2,0,80,10,0.1,152630351
756,0.2,0,80,10,0.1,1884766843
757,0.2,0,80,10,0.1,2022249973
758,0.2,0,80,10,0.1,1882824354
759,0.2,0,80,10,0.1,2143375952
760,0.2,0,80,10,0.1,645339076
761,0.2,0,80,10,0.1,1008151340
762,0.2,0,80,10,0.1,1961310660
763,0.2,0,80,10,0.1,1436280376
764,0.2,0,80,10,0.1,1082697289
765,0.2,0,80,10,0.1,2024917154
766,0.2,0,80,10,0.1,782062048
767,0.2,0,80,10,0.1,1915505824
768,0.2,0,80,10,0.1,1230647556
769,0.2,0,80,10,0.1,551279616
770,0.2,0,80,10,0.1,1001924781
771,0.2,0,80,10,0.1,950715615
772,0.2,0,80,10,0.1,1486065571
773,0.2,0,80,10,0.1,44620892
774,0.2,0,80,10,0.1,406054541
775,0.2,0,80,10,0.1,290577231
776,0.2,0,80,10,0.1,1340105166
777,0.2,0,80,10,0.1,873387048
778,0.2,0,80,10,0.1,1606409633
779,0.2,0,80,10,0.1,2024923782
780,0.2,0,80,10,0.1,1891346908
781,0.2,0,80,10,0.1,630400793
782,0.2,0,80,10,0.1,1882439824
783,0.2,0,80,10,0.1,1674676142
784,0.2,0,80,10,0.1,1406926803
785,0.2,0,80,10,0.1,638919853
786,0.2,0,80,10,0.1,884743853
787,0.2,0,80,10,0.1,919442074
788,0.2,0,80,10,0.1,937413081
789,0.2,0,80,10,0.1,1188262680
790,0.2,0,80,10,0.1,364345053
791,0.2,0,80,10,0.1,1173840366
792,0.2,0,80,10,0.1,1249912947
793,0.2,0,80,10,0.1,396855050
794,0.2,0,80,10,0.1,1020626074
795,0.2,0,80,10,0.1,1563538906
796,0.2,0,80,10,0.1,670088841
797,0.2,0,80,10,0.1,1373671320
798,0.2,0,80,10,0.1,1694597110
799,0.2,0,80,10,0.1,1863647267
800,0.2,0,80,10,0.1,715675883
801,0.2,0,80,10,0.1,882981247
802,0.2,0,80,10,0.1,529029391
803,0.2,0,80,10,0.1,361882660
804,0.2,0,80,10,0.1,1109141304
805,0.2,0,80,10,0.1,435584607
806,0.2,0,80,10,0.1,245107586
807,0.2,0,80,10,0.1,1244805974
808,0.2,0,80,10,0.1,2105097145
809,0.2,0,80,10,0.1,1423188374
810,0.2,0,80,10,0.1,1871889243
811,0.2,0,80,10,0.1,477023734
812,0.2,0,80,10,0.1,1263224324
813,0.2,0,80,10,0.1,1991891326
814,0.2,0,80,10,0.1,1817503521
815,0.2,0,80,10,0.1,2135476671
816,0.2,0,80,10,0.1,1007290185
817,0.2,0,80,10,0.1,1562883638
818,0.2,0,80,10,0.1,1299336068
819,0.2,0,80,10,0.1,677550870
820,0.2,0,80,10,0.1,125979475
821,0.2,0,80,10,0.1,601743360
822,0.2,0,80,10,0.1,901678453
823,0.2,0,80,10,0.1,17604526
824,0.2,0,80,10,0.1,937972315
825,0.2,0,80,10,0.1,523969627
826,0.2,0,80,10,0.1,2026771310
827,0.2,0,80,10,0.1,1619903372
828,0.2,0,80,10,0.1,1764243232
829,0.2,0,80,10,0.1,900459936
830,0.2,0,80,10,0.1,1161122166
831,0.2,0,80,10,0.1,1815352650
832,0.2,0,80,10,0.1,991218026
833,0.2,0,80,10,0.1,1759114645
834,0.2,0,80,10,0.1,1838389581
835,0.2,0,80,10,0.1,2088105992
836,0.2,0,80,10,0.1,176764310
837,0.2,0,80,10,0.1,1800051245
838,0.2,0,80,10,0.1,1364456052
839,0.2,0,80,10,0.1,180261787
840,0.2,0,80,10,0.1,1692897126
841,0.2,0,80,10,0.1,821996393
842,0.2,0,80,10,0.1,1184833338
843,0.2,0,80,10,0.1,1391408541
844,0.2,0,80,10,0.1,1370753225
845,0.2,0,80,10,0.1,2049328176
846,0.2,0,80,10,0.1,846703506
847,0.2,0,80,10,0.1,1162746028
848,0.2,0,80,10,0.1,1486774285
849,0.2,0,80,10,0.1,1675571778
850,0.2,0,80,10,0.1,899804079
851,0.2,0,80,10,0.1,652511794
852,0.2,0,80,10,0.1,1696180165
853,0.2,0,80,10,0.1,1243473960
854,0.2,0,80,10,0.1,1332970867
855,0.2,0,80,10,0.1,105737580
856,0.2,0,80,10,0.1,1861882438
857,0.2,0,80,10,0.1,1693008509
858,0.2,0,80,10,0.1,1398750976
859,0.2,0,80,10,0.1,429970282
860,0.2,0,80,10,0.1,1017728718
861,0.2,0,80,10,0.1,1648384929
862,0.2,0,80,10,0.1,1389132319
863,0.2,0,80,10,0.1,1467336145
864,0.2,0,80,10,0.1,949912294
865,0.2,0,80,10,0.1,219609643
866,0.2,0,80,10,0.1,1364951473
867,0.2,0,80,10,0.1,1186428985
868,0.2,0,80,10,0.1,419422883
869,0.2,0,80,10,0.1,1475389500
870,0.2,0,80,10,0.1,984990164
871,0.2,0,80,10,0.1,483532631
872,0.2,0,80,10,0.1,680806949
873,0.2,0,80,10,0.1,268981236
874,0.2,0,80,10,0.1,570426247
875,0.2,0,80,10,0.1,1962621794
876,0.2,0,80,10,0.1,1698566559
877,0.2,0,80,10,0.1,703250858
878,0.2,0,80,10,0.1,1706329288
879,0.2,0,80,10,0.1,332544548
880,0.2,0,80,10,0.1,1555816371
881,0.2,0,80,10,0.1,2099896493
882,0.2,0,80,10,0.1,259679208
883,0.2,0,80,10,0.1,1783253920
884,0.2,0,80,10,0.1,651939213
885,0.2,0,80,10,0.1,1044279038
886,0.2,0,80,10,0.1,1388233599
887,0.2,0,80,10,0.1,1444900251
888,0.2,0,80,10,0.1,1675706631
889,0.2,0,80,10,0.1,384174488
890,0.2,0,80,10,0.1,2120852860
891,0.2,0,80,10,0.1,836725511
892,0.2,0,80,10,0.1,39054359
893,0.2,0,80,10,0.1,1348282701
894,0.2,0,80,10,0.1,88607858
895,0.2,0,80,10,0.1,1156143354
896,0.2,0,80,10,0.1,1892830237
897,0.2,0,80,10,0.1,466067532
898,0.2,0,80,10,0.1,167450063
899,0.2,0,80,10,0.1,1572878337
900,0.2,0,80,10,0.1,1685540557
901,0.2,0,80,10,0.1,500061290
902,0.2,0,80,10,0.1,1495471571
903,0.2,0,80,10,0.1,299102133
904,0.2,0,80,10,0.1,994763290
905,0.2,0,80,10,0.1,911229311
906,0.2,0,80,10,0.1,1600937077
907,0.2,0,80,10,0.1,420453830
908,0.2,0,80,10,0.1,2798973
909,0.2,0,80,10,0.1,1193582082
910,0.2,0,80,10,0.1,1605727484
911,0.2,0,80,10,0.1,249613508
912,0.2,0,80,10,0.1,211615760
913,0.2,0,80,10,0.1,1749419892
914,0.2,0,80,10,0.1,994423272
915,0.2,0,80,10,0.1,1014462804
916,0.2,0,80,10,0.1,1440342253
917,0.2,0,80,10,0.1,2050198332
918,0.2,0,80,10,0.1,1966751340
919,0.2,0,80,10,0.1,952378486
920,0.2,0,80,10,0.1,1617804118
921,0.2,0,80,10,0.1,2079330651
922,0.2,0,80,10,0.1,979916685
923,0.2,0,80,10,0.1,940651414
924,0.2,0,80,10,0.1,780824690
925,0.2,0,80,10,0.1,750596964
926,0.2,0,80,10,0.1,2690475
927,0.2,0,80,10,0.1,1033784726
928,0.2,0,80,10,0.1,1086971354
929,0.2,0,80,10,0.1,1408198489
930,0.2,0,80,10,0.1,1347181753
931,0.2,0,80,10,0.1,983416966
932,0.2,0,80,10,0.1,1138380003
933,0.2,0,80,10,0.1,1490062385
934,0.2,0,80,10,0.1,876920751
935,0.2,0,80,10,0.1,848845655
936,0.2,0,80,10,0.1,1006333142
937,0.2,0,80,10,0.1,799655427
938,0.2,0,80,10,0.1,782425205
939,0.2,0,80,10,0.1,1515475650
940,0.2,0,80,10,0.1,451297497
941,0.2,0,80,10,0.1,987073225
942,0.2,0,80,10,0.1,1773188642
943,0.2,0,80,10,0.1,1263381429
944,0.2,0,80,10,0.1,2106207506
945,0.2,0,80,10,0.1,1433287956
946,0.2,0,80,10,0.1,2098754441
947,0.2,0,80,10,0.1,568106656
948,0.2,0,80,10,0.1,2011227622
949,0.2,0,80,10,0.1,2132228150
950,0.2,0,80,10,0.1,563335129
951,0.2,0,80,10,0.1,1414010074
952,0.2,0,80,10,0.1,747863012
953,0.2,0,80,10,0.1,1679762539
954,0.2,0,80,10,0.1,1099553714
955,0.2,0,80,10,0.1,1667576092
956,0.2,0,80,10,0.1,1484806442
957,0.2,0,80,10,0.1,2141764627
958,0.2,0,80,10,0.1,329205318
959,0.2,0,80,10,0.1,639428336
960,0.2,0,80,10,0.1,1259805311
961,0.2,0,80,10,0.1,1303148160
962,0.2,0,80,10,0.1,1136124639
963,0.2,0,80,10,0.1,1026115570
964,0.2,0,80,10,0.1,35621893
965,0.2,0,80,10,0.1,1282685854
966,0.2,0,80,10,0.1,296874232
967,0.2,0,80,10,0.1,1572955975
968,0.2,0,80,10,0.1,1441460558
969,0.2,0,80,10,0.1,1344271086
970,0.2,0,80,10,0.1,558808417
971,0.2,0,80,10,0.1,1554212473
972,0.2,0,80,10,0.1,1023655758
973,0.2,0,80,10,0.1,2107407393
974,0.2,0,80,10,0.1,1649404831
975,0.2,0,80,10,0.1,346415715
976,0.2,0,80,10,0.1,138390976
977,0.2,0,80,10,0.1,594745092
978,0.2,0,80,10,0.1,306950091
979,0.2,0,80,10,0.1,1361466643
980,0.2,0,80,10,0.1,533255615
981,0.2,0,80,10,0.1,1131306885
982,0.2,0,80,10,0.1,2030100042
983,0.2,0,80,10,0.1,207005140
984,0.2,0,80,10,0.1,80132548
985,0.2,0,80,10,0.1,1075470891
986,0.2,0,80,10,0.1,1112156562
987,0.2,0,80,10,0.1,1634776859
988,0.2,0,80,10,0.1,1907965424
989,0.2,0,80,10,0.1,1488389932
990,0.2,0,80,10,0.1,1921861567
991,0.2,0,80,10,0.1,313116353
992,0.2,0,80,10,0.1,1314258673
993,0.2,0,80,10,0.1,1756419708
994,0.2,0,80,10,0.1,1441678042
995,0.2,0,80,10,0.1,864512566
996,0.2,0,80,10,0.1,1761971917
997,0.2,0,80,10,0.1,1936884032
998,0.2,0,80,10,0.1,2063405406
999,0.2,0,80,10,0.1,352676234
1000,0.2,0,80,10,0.1,101001905
1,0,0.81,200,10,0.1,261433534
2,0,0.81,200,10,0.1,783252951
3,0,0.81,200,10,0.1,2016306672
4,0,0.81,200,10,0.1,1539015930
5,0,0.81,200,10,0.1,1851636111
6,0,0.81,200,10,0.1,2098952292
7,0,0.81,200,10,0.1,666550680
8,0,0.81,200,10,0.1,64638918
9,0,0.81,200,10,0.1,1537553472
10,0,0.81,200,10,0.1,1257786682
11,0,0.81,200,10,0.1,919840210
12,0,0.81,200,10,0.1,1222844050
13,0,0.81,200,10,0.1,173346755
14,0,0.81,200,10,0.1,180258514
15,0,0.81,200,10,0.1,77933483
16,0,0.81,200,10,0.1,1852204208
17,0,0.81,200,10,0.1,1571193439
18,0,0.81,200,10,0.1,1605562687
19,0,0.81,200,10,0.1,1874054615
20,0,0.81,200,10,0.1,453997003
21,0,0.81,200,10,0.1,789010425
22,0,0.81,200,10,0.1,1865868090
23,0,0.81,200,10,0.1,1732359182
24,0,0.81,200,10,0.1,929544362
25,0,0.81,200,10,0.1,1151025418
26,0,0.81,200,10,0.1,482438593
27,0,0.81,200,10,0.1,1257749427
28,0,0.81,200,10,0.1,1128849176
29,0,0.81,200,10,0.1,1216601572
30,0,0.81,200,10,0.1,1425584756
31,0,0.81,200,10,0.1,1200318200
32,0,0.81,200,10,0.1,307492474
33,0,0.81,200,10,0.1,1621060386
34,0,0.81,200,10,0.1,1707140709
35,0,0.81,200,10,0.1,1448689633
36,0,0.81,200,10,0.1,1058464452
37,0,0.81,200,10,0.1,236145335
38,0,0.81,200,10,0.1,80595123
39,0,0.81,200,10,0.1,1910874170
40,0,0.81,200,10,0.1,691681429
41,0,0.81,200,10,0.1,1414961587
42,0,0.81,200,10,0.1,1709329633
43,0,0.81,200,10,0.1,216681591
44,0,0.81,200,10,0.1,1099082376
45,0,0.81,200,10,0.1,1456871026
46,0,0.81,200,10,0.1,977488115
47,0,0.81,200,10,0.1,638850857
48,0,0.81,200,10,0.1,324865035
49,0,0.81,200,10,0.1,1307169307
50,0,0.81,200,10,0.1,630669509
51,0,0.81,200,10,0.1,1654208303
52,0,0.81,200,10,0.1,854318127
53,0,0.81,200,10,0.1,125585314
54,0,0.81,200,10,0.1,12785716
55,0,0.81,200,10,0.1,1345865510
56,0,0.81,200,10,0.1,885883470
57,0,0.81,200,10,0.1,991052310
58,0,0.81,200,10,0.1,718545766
59,0,0.81,200,10,0.1,1057572128
60,0,0.81,200,10,0.1,1640894134
61,0,0.81,200,10,0.1,504049594
62,0,0.81,200,10,0.1,1046764282
63,0,0.81,200,10,0.1,1552060777
64,0,0.81,200,10,0.1,1576636105
65,0,0.81,200,10,0.1,1020162439
66,0,0.81,200,10,0.1,1097650274
67,0,0.81,200,10,0.1,678309729
68,0,0.81,200,10,0.1,937265662
69,0,0.81,200,10,0.1,941128987
70,0,0.81,200,10,0.1,1253065917
71,0,0.81,200,10,0.1,505614850
72,0,0.81,200,10,0.1,1663172238
73,0,0.81,200,10,0.1,498052562
74,0,0.81,200,10,0.1,504663994
75,0,0.81,200,10,0.1,565056056
76,0,0.81,200,10,0.1,1353817657
77,0,0.81,200,10,0.1,62611126
78,0,0.81,200,10,0.1,454841458
79,0,0.81,200,10,0.1,1755638963
80,0,0.81,200,10,0.1,1293882254
81,0,0.81,200,10,0.1,281182797
82,0,0.81,200,10,0.1,1119906658
83,0,0.81,200,10,0.1,2046781766
84,0,0.81,200,10,0.1,563353029
85,0,0.81,200,10,0.1,237048867
86,0,0.81,200,10,0.1,1102366202
87,0,0.81,200,10,0.1,1652664467
88,0,0.81,200,10,0.1,410499360
89,0,0.81,200,10,0.1,2133621516
90,0,0.81,200,10,0.1,338416457
91,0,0.81,200,10,0.1,60395038
92,0,0.81,200,10,0.1,455292400
93,0,0.81,200,10,0.1,1920906558
94,0,0.81,200,10,0.1,1829302369
95,0,0.81,200,10,0.1,117212447
96,0,0.81,200,10,0.1,670457078
97,0,0.81,200,10,0.1,807687725
98,0,0.81,200,10,0.1,1806074507
99,0,0.81,200,10,0.1,1433115959
100,0,0.81,200,10,0.1,595358880
101,0,0.81,200,10,0.1,1829475513
102,0,0.81,200,10,0.1,844988746
103,0,0.81,200,10,0.1,735460646
104,0,0.81,200,10,0.1,762723692
105,0,0.81,200,10,0.1,1402375641
106,0,0.81,200,10,0.1,1363034292
107,0,0.81,200,10,0.1,1312297730
108,0,0.81,200,10,0.1,756543132
109,0,0.81,200,10,0.1,855056306
110,0,0.81,200,10,0.1,668722570
111,0,0.81,200,10,0.1,1021509418
112,0,0.81,200,10,0.1,1730644130
113,0,0.81,200,10,0.1,1325260305
114,0,0.81,200,10,0.1,550623624
115,0,0.81,200,10,0.1,1105473366
116,0,0.81,200,10,0.1,389551951
117,0,0.81,200,10,0.1,1393584853
118,0,0.81,200,10,0.1,801502884
119,0,0.81,200,10,0.1,1937804981
120,0,0.81,200,10,0.1,1231548255
121,0,0.81,200,10,0.1,451333198
122,0,0.81,200,10,0.1,562791205
123,0,0.81,200,10,0.1,1715604457
124,0,0.81,200,10,0.1,614185254
125,0,0.81,200,10,0.1,1317850243
126,0,0.81,200,10,0.1,1368958154
127,0,0.81,200,10,0.1,2052509611
128,0,0.81,200,10,0.1,294202782
129,0,0.81,200,10,0.1,1341405543
130,0,0.81,200,10,0.1,1433737979
131,0,0.81,200,10,0.1,945609091
132,0,0.81,200,10,0.1,1158208728
133,0,0.81,200,10,0.1,1589204861
134,0,0.81,200,10,0.1,1006503132
135,0,0.81,200,10,0.1,1249368148
136,0,0.81,200,10,0.1,1871142342
137,0,0.81,200,10,0.1,220512886
138,0,0.81,200,10,0.1,1585224792
139,0,0.81,200,10,0.1,1728838994
140,0,0.81,200,10,0.1,1643342838
141,0,0.81,200,10,0.1,832142130
142,0,0.81,200,10,0.1,2064472590
143,0,0.81,200,10,0.1,1607820835
144,0,0.81,200,10,0.1,691746407
145,0,0.81,200,10,0.1,227984701
146,0,0.81,200,10,0.1,665160279
147,0,0.81,200,10,0.1,734280687
148,0,0.81,200,10,0.1,1438683636
149,0,0.81,200,10,0.1,576099340
150,0,0.81,200,10,0.1,1005390668
151,0,0.81,200,10,0.1,1782965551
152,0,0.81,200,10,0.1,234289275
153,0,0.81,200,10,0.1,1405555831
154,0,0.81,200,10,0.1,1470016748
155,0,0.81,200,10,0.1,662333944
156,0,0.81,200,10,0.1,1022103092
157,0,0.81,200,10,0.1,1855658132
158,0,0.81,200,10,0.1,374268045
159,0,0.81,200,10,0.1,1342088238
160,0,0.81,200,10,0.1,1927645410
161,0,0.81,200,10,0.1,1734580
162,0,0.81,200,10,0.1,60264188
163,0,0.81,200,10,0.1,2077752997
164,0,0.81,200,10,0.1,676722838
165,0,0.81,200,10,0.1,404036844
166,0,0.81,200,10,0.1,330470089
167,0,0.81,200,10,0.1,794199828
168,0,0.81,200,10,0.1,1514698679
169,0,0.81,200,10,0.1,2002461433
170,0,0.81,200,10,0.1,1617074878
171,0,0.81,200,10,0.1,1764145813
172,0,0.81,200,10,0.1,1982368538
173,0,0.81,200,10,0.1,1973071183
174,0,0.81,200,10,0.1,1406088173
175,0,0.81,200,10,0.1,1488168767
176,0,0.81,200,10,0.1,316625840
177,0,0.81,200,10,0.1,946396416
178,0,0.81,200,10,0.1,1170898385
179,0,0.81,200,10,0.1,1442634933
180,0,0.81,200,10,0.1,2113149880
181,0,0.81,200,10,0.1,259298032
182,0,0.81,200,10,0.1,1022783629
183,0,0.81,200,10,0.1,1009098391
184,0,0.81,200,10,0.1,896080615
185,0,0.81,200,10,0.1,1482138589
186,0,0.81,200,10,0.1,1160064065
187,0,0.81,200,10,0.1,625638883
188,0,0.81,200,10,0.1,2100724337
189,0,0.81,200,10,0.1,1020959907
190,0,0.81,200,10,0.1,2096239121
191,0,0.81,200,10,0.1,793622787
192,0,0.81,200,10,0.1,965079634
193,0,0.81,200,10,0.1,214771139
194,0,0.81,200,10,0.1,1093736254
195,0,0.81,200,10,0.1,938414674
196,0,0.81,200,10,0.1,178281229
197,0,0.81,200,10,0.1,350316732
198,0,0.81,200,10,0.1,1731577238
199,0,0.81,200,10,0.1,1029777074
200,0,0.81,200,10,0.1,774753842
201,0,0.81,200,10,0.1,1159175055
202,0,0.81,200,10,0.1,1976370671
203,0,0.81,200,10,0.1,1346402838
204,0,0.81,200,10,0.1,2062363530
205,0,0.81,200,10,0.1,73228317
206,0,0.81,200,10,0.1,583205234
207,0,0.81,200,10,0.1,1637193921
208,0,0.81,200,10,0.1,96458906
209,0,0.81,200,10,0.1,1959218780
210,0,0.81,200,10,0.1,954822207
211,0,0.81,200,10,0.1,274269600
212,0,0.81,200,10,0.1,216690442
213,0,0.81,200,10,0.1,1479395660
214,0,0.81,200,10,0.1,246841604
215,0,0.81,200,10,0.1,44078780
216,0,0.81,200,10,0.1,1459753286
217,0,0.81,200,10,0.1,534506721
218,0,0.81,200,10,0.1,1237228414
219,0,0.81,200,10,0.1,609813474
220,0,0.81,200,10,0.1,125292202
221,0,0.81,200,10,0.1,886787799
222,0,0.81,200,10,0.1,492703925
223,0,0.81,200,10,0.1,1098060344
224,0,0.81,200,10,0.1,1111768351
225,0,0.81,200,10,0.1,47275343
226,0,0.81,200,10,0.1,1036678276
227,0,0.81,200,10,0.1,1614816314
228,0,0.81,200,10,0.1,1346027713
229,0,0.81,200,10,0.1,226326845
230,0,0.81,200,10,0.1,163462068
231,0,0.81,200,10,0.1,1989962907
232,0,0.81,200,10,0.1,338701108
233,0,0.81,200,10,0.1,1923250341
234,0,0.81,200,10,0.1,361111971
235,0,0.81,200,10,0.1,746911672
236,0,0.81,200,10,0.1,1535542844
237,0,0.81,200,10,0.1,1461476659
238,0,0.81,200,10,0.1,1941225038
239,0,0.81,200,10,0.1,568306929
240,0,0.81,200,10,0.1,1473865048
241,0,0.81,200,10,0.1,1732686454
242,0,0.81,200,10,0.1,1836424663
243,0,0.81,200,10,0.1,1512323782
244,0,0.81,200,10,0.1,1278202450
245,0,0.81,200,10,0.1,430386268
246,0,0.81,200,10,0.1,1866003906
247,0,0.81,200,10,0.1,1824981971
248,0,0.81,200,10,0.1,182937471
249,0,0.81,200,10,0.1,655991752
250,0,0.81,200,10,0.1,1070360599
251,0,0.81,200,10,0.1,403251144
252,0,0.81,200,10,0.1,1666221069
253,0,0.81,200,10,0.1,1636116613
254,0,0.81,200,10,0.1,1801751248
255,0,0.81,200,10,0.1,1574907078
256,0,0.81,200,10,0.1,929473152
257,0,0.81,200,10,0.1,1942719026
258,0,0.81,200,10,0.1,1541252801
259,0,0.81,200,10,0.1,1503996589
260,0,0.81,200,10,0.1,170084849
261,0,0.81,200,10,0.1,841954701
262,0,0.81,200,10,0.1,644990230
263,0,0.81,200,10,0.1,1017354696
264,0,0.81,200,10,0.1,1747686334
